Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,2,Y,70,56,1:1B,1:1B,1:1B,1:1A,1:0A,0:0NA,1:1A,1:1B,1:1B+,0:0NA,0:0NA,1:1B,1:1A,1:1B,1:1B-,1:1B,0:0NA,1:1A-,1:1A-,1:1B
230727B,6,Y,6,117,1:1A-,2:0,1:1B,1:1B-,1:1A,0:0NA,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1B+,1:1B-,0:0NA,1:1C,1:1B,1:1B+
230727B,3,Y,70,55,1:1C,1:1B+,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1A,0:0NA,1:1C,0:0NA,1:1A,1:1B+,1:1B-,1:1C-,1:1C+,0:0NA,1:1C,1:1B,1:1B-
230727B,2,N,48.3,47,0:0NA,1:1B+,1:0B-,1:1C,0:0NA,1:1C,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,1:1B,2:1D-,1:1C,1:1D,1:1B-,0:0NA,1:1C,0:0NA,1:0
230727B,11,N,0,77,1:0WU,0:0NA,2:1D,2:0F,2:1B+,0:0NA,1:1A-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,76,52,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,2:1B,1:1B-,2:1B-,2:0,1:1C+,0:0NA,1:1C+,1:1B-,1:1B
230727B,4,Y,12,116,1:1C,1:1C,1:1C,1:1C,1:1A,1:1D+,0:0NA,1:1B-,1:1C,0:0NA,0:0NA,1:1B,1:1A-,1:1C+,1:1B+,1:1C-,0:0NA,1:1B,1:1B,1:1C+
230727B,7,Y,89.5,60,1:1B,1:1B,1:1C+,3:1C,1:0A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1A-,1:1C,2:1B-,1:1C+,2:1B,0:0NA,1:1C+,1:1B,1:1A
230727B,9,Y,70,56,1:1B,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1C,0:0NA,1:1B,0:0NA,1:1B,1:1A,1:1B,1:1C+,1:1A,0:0NA,1:1C,1:1B+,1:1B+
230727B,2,Y,10,127,1:1A-,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A-,1:1A-,0:0NA,0:0NA,1:1B,0:0NA,1:1A,1:1A,1:1B+,0:0NA,1:1A,1:1A,1:1B+
230727B,6,Y,61,64,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,2:0,1:1C,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1A,1:1B-,4:1C+,0:0NA,1:1C,1:1B,1:1B
230727B,5,Y,74,52,1:1,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B+,1:1B+,1:1B,1:1B+,1:1B+,0:0NA,1:1B,1:1B,1:1B-
230727B,6,Y,70,62,1:1B,1:1C+,1:1A,1:1C,1:1B,0:0NA,1:1B,1:1A,0:0NA,1:1C,0:0NA,1:1B+,1:1C+,1:1A,1:1C+,1:1B+,0:0NA,1:1C,1:1B,1:1C+
230727B,6,Y,85,111,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1C+,2:0,1:1D-,1:1D+,0:0NA,1:1C+,1:1B-,4:1C
230727B,4,N,70,34,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1C,3:1B,0:0NA,0:0NA,2:1B-,1:1B,1:1C+,1:1D+,2:0,0:0NA,2:1C+,0:0NA,0:0NA
230727B,4,Y,0,126,2:1A-,1:1B-,1:1C,1:1C,1:1C,0:0NA,1:1C+,1:1C,1:1B,0:0NA,0:0NA,1:1A-,1:1B,1:1C,1:1B-,1:1A-,0:0NA,1:1C+,1:1B,1:1B-
230727B,3,Y,70,59,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1A-,4:1C+,1:1A,2:1B,3:1B,0:0NA,1:1B+,1:1C,1:1A
230727B,3,Y,70,61,1:0B,1:1C,1:1B,1:1A,1:1A,1:1B,0:0NA,1:1C,0:0NA,1:1C,0:0NA,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,2:1C+,1:1B-,1:1C-
230727B,6,Y,70,58,1:1A,2:1A,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1C,2:1B+,1:1B,1:1D,1:1C,0:0NA,1:1C,1:1B-,1:1A-
230727B,4,N,6,96,1:1D,1:1C-,1:1C-,1:1D,1:1A,0:0NA,1:1B+,1:1C-,1:1B,0:0NA,0:0NA,1:1B,2:1C,1:1B-,1:1C,1:1C,0:0NA,1:1D,1:0,1:0
230727B,6,Y,70,58,1:1B,1:1B,1:1B,1:1C,1:0A,0:0NA,1:1A-,1:1A,1:1C,0:0NA,0:0NA,1:1C,2:1C,1:1B-,1:1C,1:1C,0:0NA,1:1C-,2:1B-,2:1D+
230727B,4,Y,0,122,1:1B+,1:1B,1:1B,1:1A-,1:1A,1:1B-,1:1C+,1:1A-,1:1C,0:0NA,0:0NA,1:1A-,1:1A,1:1B,1:1B,1:1B+,0:0NA,1:1C,1:1A-,1:1A
230727B,5,Y,137,61,1:1A,1:1B,1:1C,1:1A,1:0A,0:0NA,1:1A,1:1A,1:0B,0:0NA,0:0NA,1:1B+,2:0,2:1B,1:1B-,1:1B-,0:0NA,1:1C,1:1B+,1:1B
230727B,3,Y,130,109,1:1B-,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,1:1B-,2:0,1:0B,1:0B,2:0,0:0NA,1:1D+,1:1B,1:1D
230727B,5,Y,70,51,1:1A,1:1B,1:1A,1:1A,1:1C,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1A,1:1B-,1:1B+,1:1C-,1:1C,0:0NA,1:1B-,1:1C-,1:1A-
230727B,4,Y,5,123,1:1C,1:1C,1:1B,2:1C+,1:1A-,0:0NA,1:1B-,2:1C-,1:1C,0:0NA,0:0NA,2:1B-,2:1A,1:1B+,1:1C,1:1C-,0:0NA,2:1B,3:1B-,3:1A
230727B,6,Y,33,98,1:1C,1:1D+,1:1A,1:1C,1:1A,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,1:1A-,0:0NA,1:1C,1:1B,1:1C,0:0NA,1:1D+,1:1C+,1:1D+
230727B,3,Y,70,58,1:1A,2:1A,1:1C,1:1C,1:1A,1:0,2:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1B+,1:1C-,0:0NA,1:1C,1:1A-,1:1B+
230727B,3,N,68,35,1:1A,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,2:1A,0:0NA,0:0NA,1:1B+,2:1C-,1:1B-,1:1C+,1:1D,0:0NA,3:0,1:0,0:0NA
230727B,5,Y,14,123,1:1C+,2:0F,2:0F,1:1B,1:1B,0:0NA,0:0NA,1:1C,3:1C+,0:0NA,0:0NA,2:1B,0:0NA,2:1B,1:1B,1:1C,0:0NA,1:1C,1:1A-,1:1A-
230727B,8,Y,70,53,1:1C,1:1C,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B+,1:1B,1:1B,1:1B,2:1C,0:0NA,1:1C,2:1C,2:1A
230727B,10,Y,70,68,1:1,1:1,1:1B,1:1B,1:1A,0:0NA,1:1B+,1:1C,0:0NA,1:1B,1:1B,1:1B,3:0,1:1A-,1:1B,1:1A,0:0NA,1:1C,1:1C+,1:1A-
230727B,5,Y,38,93,4:0,1:1B,1:1B,1:1C,2:0,0:0NA,1:1B+,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:0C,0:0NA,1:1B,0:0NA,1:1B,2:1B-,1:1B
230727B,6,Y,65,72,1:1B,1:1B+,1:1C,1:1A-,1:1A,0:0NA,0:0NA,1:1B+,1:1C+,0:0NA,0:0NA,1:1B-,4:1B+,1:1B+,3:1B+,3:1B-,0:0NA,1:1A-,1:1C+,1:1D+
230727B,4,Y,70,63,1:1A,1:1A,1:1C,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1A-,2:1A,1:1B+,1:1C+,2:1B-,0:0NA,1:1B-,1:1B,1:1A-
230727B,5,Y,70,55,1:1C,0:0NA,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A,2:1B,1:1C,1:1B,1:1C+,0:0NA,1:1A-,1:1B-,1:1C
230727B,5,Y,70,50,1:1B,1:1C,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1B+,1:1B,2:1B,0:0NA,1:1B+,1:1C+,1:1B
230727B,5,Y,70,62,1:1B+,1:1C,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,1:1B-,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:1C+,1:1C,0:0NA,1:1B-,1:1C,1:1C
230727B,6,Y,70,52,1:1A,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,1:1A,0:0NA,1:1C+,2:1A,1:1A,2:0,1:1D,0:0NA,1:1C-,1:1B+,1:1A
230727B,9,Y,70,50,1:1C,1:1A,1:1C,1:1B,1:1B,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B,2:1B,1:1A-,1:1C,1:1B-,0:0NA,2:1C,1:1B-,1:1D
230727B,4,Y,70,68,1:1C,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:1C,2:1B,1:1B,1:1A-,1:1C+,0:0NA,1:1C,2:1A-,1:1B
230727B,8,Y,34,88,1:1A-,2:1C,1:0,0:0NA,1:1A-,0:0NA,1:1B,1:1C+,1:1B-,0:0NA,0:0NA,1:1B,2:1C,2:1C+,1:1B+,2:1B,0:0NA,1:1C-,1:1B-,1:1C
230727B,5,Y,0,145,1:1B,2:0,1:1A,1:1C-,1:1B,0:0NA,2:0,1:1A,2:1C+,0:0NA,0:0NA,1:1B,1:1B,1:1A,1:1B,1:1D,0:0NA,1:1C+,1:1B+,1:1B
230727B,11,Y,70,53,1:1B,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1B,2:1A,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1C,3:1D+,0:0NA,1:1B+,1:1B,1:1C-
230727B,3,Y,69,55,1:1B,1:0B,1:1B,1:1B,1:1A,0:0NA,1:1B,2:1B,0:0NA,1:1B,0:0NA,1:1B,2:1B+,1:1C,2:1B,1:1C,0:0NA,2:1C+,1:1B-,1:1A-
230727B,5,Y,91,68,1:1B-,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1B,1:0,0:0NA,0:0NA,1:1C,2:1A,1:1C,1:1C+,1:1B,0:0NA,2:1C,1:1B,1:1C+
230727B,7,Y,70,59,1:1C,1:1A,1:1A,1:1B,1:1A,0:0NA,2:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1B+,1:1C,1:1A-,0:0NA,1:1C+,1:1B,1:1C
230727B,2,N,63.5,19,1:1C,1:1B,1:1C,1:1A,1:1A,0:0NA,1:1C+,1:1B,1:1C,0:0NA,0:0NA,1:1A,1:1C,2:0,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA
230727B,5,Y,11,116,3:1B-,1:1A,3:1B,1:1B+,1:1A,0:0NA,1:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1B-,1:1B-,1:1B,0:0NA,1:1A,1:1A,2:1A
230727B,7,Y,70,50,1:1B,1:1C,1:1C,1:1B,1:1A,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1C+,1:1C+,1:1C+,2:1C+,2:1D,0:0NA,1:1C,1:1C+,1:1C-
230727B,8,Y,78.5,56,1:1C,1:1C,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,2:1B,2:1C-,2:1C-,0:0NA,3:1C,2:1B,1:1C+
230727B,5,Y,99,75,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1A,1:0,0:0NA,1:1B,0:0NA,1:1A,1:1C,1:1A,1:1B,1:1B-,0:0NA,1:1A,1:1B,1:1B+
230727B,5,Y,70,74,1:1A-,1:1A-,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A-,0:0NA,1:1C,1:1C,1:1B,0:0NA,1:1A,1:1A,1:1A,0:0NA,1:1C,1:1B+,3:1B
230727B,5,Y,70,50,1:1C,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1B+,1:1B-,1:1B+,1:1B,1:1C,0:0NA,1:1C,3:1C-,1:1C
230727B,4,N,17.7,91,3:1C+,2:1B+,3:1C,3:1D,1:1B-,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B+,1:1B,1:1D,1:1D,1:1D,0:0NA,1:1B+,1:1C+,1:1C+
230727B,9,Y,70,56,1:1A,1:1A,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1B,0:0NA,1:1B+,0:0NA,2:1B-,1:1B-,2:1B,0:0NA,3:1C+,1:1A-,1:1A
230727B,3,N,70,67,1:1B-,2:1B+,1:1A,1:1B,2:1A,1:0,2:0,1:1C-,0:0NA,1:1A,1:1C,1:1B,1:1C,1:1C-,1:1D-,1:1C-,0:0NA,1:1C-,2:0,1:1C
230727B,3,Y,70,52,1:1C,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1C,1:1B,0:0NA,1:1B,0:0NA,1:1B-,1:1A,2:1B,1:1B,1:1B,0:0NA,1:1C+,1:1B+,1:1B-
230727B,4,Y,70,62,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C+,1:1B,1:1C,1:1C,1:1C-,0:0NA,1:1C-,1:1C+,1:1B-
230727B,3,N,70,52,1:1A,1:1A,1:1B,1:1A,1:0B,0:0NA,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A-,1:1B,2:1B+,2:1A,1:1A-,0:0NA,2:1B,1:1A-,1:1A-
230727B,8,Y,70,57,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1C+,1:1C,1:1C,0:0NA,1:1D,1:1C+,1:1C
230727B,4,Y,0,126,1:1B-,1:1C-,1:1C-,1:1B-,1:1A,0:0NA,1:1A-,1:1C,2:1B+,0:0NA,0:0NA,1:1B+,1:1C,1:1D-,1:1B,1:1B-,0:0NA,1:1C,1:1B,1:1B
230727B,4,Y,70,55,1:1C,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1A-,1:1B,2:1B,0:0NA,1:1C+,1:1B+,1:1A-
230727B,6,N,69,62,1:1C+,2:1C,2:1C,1:1C,1:1C,0:0NA,1:1C+,1:1A,1:1C+,0:0NA,0:0NA,1:1C,1:1C+,1:1C+,2:0,1:1D,0:0NA,2:1D+,1:1C,1:1B-
230727B,6,N,70,70,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B+,1:1B,1:1C+,2:1C,1:1D,0:0NA,1:1A-,2:1C+,2:1B-
230727B,5,N,70,50,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1C-,1:1B-,1:1C+,0:0NA,1:1B-,1:1C,1:1C
230727B,4,N,70,58,1:1B,1:1B,1:1B,1:1C,1:1B,0:0NA,1:1A,1:1B,1:1D,0:0NA,0:0NA,1:1B,1:1C+,1:1C,1:1C,1:1C-,0:0NA,1:1C,1:1C+,1:1B+
230727B,7,Y,70,55,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,1:1C,0:0NA,1:1A-,2:1B,1:1B-,1:1B+,1:1D,0:0NA,1:1D+,1:1B,1:1A
230727B,4,N,70,62,1:1A,1:1B,1:1B,1:1B,2:0,0:0NA,1:1A-,1:1A,1:1A,0:0NA,0:0NA,2:0,1:1C+,1:1B,1:1B,1:1B+,0:0NA,1:1B-,1:1B-,1:1A
230727B,13,N,70,72,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:1B-,2:0,2:1B,1:1D,2:1D+,1:1D,0:0NA,1:1C+,0:0NA,2:1C
230727B,5,Y,70,53,1:1,1:1A,1:1C,1:1C,1:1A,0:0NA,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1A,1:1B+,1:1C,1:1B-,1:1C+,0:0NA,1:1C,2:0,2:1B-
230727B,6,Y,70,66,1:1B,1:1B,1:1B,1:1A,1:1B,1:1B,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1C+,2:1A-,1:1C,1:1C,0:0NA,1:1C,2:1C,1:1C+
230727B,7,N,62,71,1:1,1:1,1:1A,1:1A,1:1A,0:0NA,1:1B,3:0,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1C+,1:1D-,1:1C,0:0NA,1:1D+,1:1C+,1:1A-
230727B,5,N,70,58,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1A-,1:1A-,1:1A,1:1A-,1:1C,0:0NA,1:1A,2:1B+,1:1A
230727B,4,Y,69.5,86,1:1B,1:1B,1:1B-,2:1C,1:1A,0:0NA,0:0NA,2:1B+,1:1A,0:0NA,0:0NA,1:1B-,1:1B-,1:1A-,1:1B-,1:1C,0:0NA,1:1B+,1:1B,1:1A
230727B,3,Y,70,56,1:1C,1:1B,1:1C,1:1C,1:1C,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1C+,1:1B,1:1C+,0:0NA,1:1B+,1:1C+,1:1A-
230727B,2,N,70,58,1:1A,1:1B,1:1B,1:1C,1:0B,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1A-,2:1B,2:1C,1:1C,3:0,0:0NA,3:0,1:1C,1:1B-
230727B,5,N,62,62,1:1A,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1A-,1:1B+,1:1A-,1:1A,1:1A,0:0NA,1:1A-,1:1A,1:1A
230727B,6,N,76,49,1:1A,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1B+,1:1B,0:0NA,1:1A,2:0,1:1B
230727B,5,N,101,81,1:1C,2:1C,1:1A,1:1C,1:1C,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1C,1:1D,1:1C,0:0NA,1:1C-,1:1D+,1:1C-
230727B,6,N,69.5,60,1:1C,1:1C,1:1C,1:1B,1:1C,0:0NA,1:1B,1:1C,3:0,0:0NA,0:0NA,1:1C,4:0,2:0,1:1C-,3:1C-,0:0NA,2:1C,2:1B,2:1B
230727B,1,N,70,6,0:0NA,0:0NA,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,2,Y,72.7,58,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,1:0,1:1B,0:0NA,1:1A,0:0NA,1:1B-,1:1C+,1:1B,1:1B,1:1C,0:0NA,1:1A-,1:1B-,1:1A
230727B,5,N,61,74,1:1C,2:1D,1:1C-,1:1C+,1:1A-,0:0NA,1:1B+,1:1C-,1:1B+,0:0NA,0:0NA,1:1A-,1:1C+,1:1A,1:1D,1:1C+,0:0NA,2:1C,2:1C+,1:1A
230727B,8,Y,70,52,1:1A,1:1B,1:1A,1:1B,1:0A,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B+,1:1C,1:1B+,1:1C+,2:1B-,0:0NA,1:1C+,2:1C+,1:1C
230727B,5,N,70,52,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1B-,1:1B+,1:1C,1:1C,1:1B-,0:0NA,1:1B+,1:1A-,1:1B-
230727B,6,N,103,78,1:1B,2:1B,1:1A,1:1B,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,2:1A,1:1A,0:0NA,1:1C+,1:1B,1:1B+
230727B,4,N,70,6,1:1C,0:0NA,1:1B,1:1B,1:1C,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,N,70,58,1:1B,1:1B,1:1A,1:1B,1:0A,0:0NA,1:1C,1:1A,1:1A,0:0NA,0:0NA,1:1C+,1:1B,1:1B-,1:1B,3:1C+,0:0NA,3:0,1:1A-,1:1C
230727B,7,Y,70,57,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,1:1B,2:1B,1:1B,1:1C,1:1B+,0:0NA,1:1B,1:1B-,1:1C-
230727B,6,Y,70,69,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1C+,1:1A,1:1A-,1:1C+,0:0NA,1:1A-,1:1B,1:1A-
230727B,4,Y,66,64,1:1A,2:1B+,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1B+,1:1B,1:1C+,0:0NA,1:1B,1:1B+,1:1A
230727B,3,N,77,68,1:1A,1:1A-,2:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1B+,0:0NA,0:0NA,1:1A-,1:1B+,1:1B+,1:1B+,1:1B+,0:0NA,1:1A-,1:1B+,1:1B+
230727B,5,N,78,60,1:1,1:1,1:1C,1:1A,1:1B,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B-,0:0NA,1:1B,2:1B-,1:1B+,0:0NA,1:1B-,1:1A-,1:1A-
230727B,5,Y,76,55,1:1A,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1C+,2:0,2:1B,1:1D+,1:1C+,0:0NA,1:1C+,1:1D-,1:1C-
230727B,9,N,70,53,1:1A,1:1B,1:1A,1:1B,1:0A,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,1:1B,1:1B-,1:1B-,0:0NA,1:1B+,1:1A-,1:1C+
230727B,5,Y,126,68,1:1B+,1:0A,1:1B,1:1A,1:1A,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1A,1:1A,1:1A-,0:0NA,1:1B-,1:1A-,1:1A
230727B,5,Y,0,126,1:1B-,1:1B,2:1B-,1:1C,1:1A,0:0NA,1:1B+,1:1B-,1:1B+,0:0NA,0:0NA,1:1B,1:1B+,1:1A,1:1C,1:1C,0:0NA,1:1C,2:1C+,1:1C+
230727B,5,Y,26,105,1:1B,1:1C,4:0,1:1B,1:1B-,0:0NA,1:1B,1:1A,3:1A-,0:0NA,0:0NA,1:1B+,1:1B+,1:1B,1:1C-,3:1B,0:0NA,2:1C+,1:1C,1:1A
230727B,5,Y,6,129,1:1C+,1:1B,2:1A,1:1C+,1:1A-,0:0NA,0:0NA,1:1C+,4:0,0:0NA,0:0NA,2:1C,2:0,1:1A-,1:1C,2:1B,0:0NA,1:1B-,2:1B,1:1B+
230727B,4,N,58,19,4:0,4:0,1:1C,1:1C,1:1A,0:0NA,1:0,1:1C,1:1C+,0:0NA,0:0NA,4:0WU,3:0WU,1:0F,1:0,4:0,0:0NA,3:0,0:0NA,0:0NA
230727B,5,Y,70,56,1:1B,1:1B,1:1C,1:1B,1:0B,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B-,1:1C+,1:1A-,1:1A-,1:1C+,0:0NA,1:1C,1:1B,1:1B+
230727B,7,Y,0,146,1:1A-,1:1B-,1:1C,1:1C,1:1A,0:0NA,1:1B,2:1B+,1:1A-,0:0NA,0:0NA,1:1B,1:1B-,2:1B-,1:1C+,2:0,0:0NA,1:1B+,1:1B-,2:0
230727B,11,N,70,56,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1C,2:1C-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,7,N,3,143,1:1B-,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1A-,1:1B,1:1C,0:0NA,0:0NA,1:1A-,2:1C,1:1B-,1:1B,1:1C,0:0NA,1:1C,1:1C+,1:1C+
230727B,9,Y,73,128,2:1B-,2:1B+,1:1A,1:1C,0:0NA,0:0NA,1:0,4:0,5:1A-,2:1D+,0:0NA,1:1B+,1:1A,1:1C,1:1B-,2:1A-,0:0NA,2:1B-,3:1A-,1:1B
230727B,6,Y,70,53,1:1,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1B+,1:1B-,1:1A,1:1C,0:0NA,1:1C+,1:1B,1:1B
230727B,6,N,60,62,1:1C,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1C,1:1B+,1:1A-,1:1D,1:1C+,0:0NA,1:1D+,1:1B-,1:1C-
230727B,4,Y,30,100,3:1B-,1:1B+,1:1C,3:0,1:1C+,0:0NA,1:1A,1:1C,2:1C+,0:0NA,0:0NA,1:1B,1:1A,1:1C+,1:1D,1:1C-,0:0NA,1:1B-,1:1B,2:1B
230727B,5,N,70,52,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B+,1:1C,1:1B+,1:1B,1:1C+,0:0NA,1:1A,1:1A-,1:1A
230727B,8,N,60,32,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,3:1B,1:1C+,2:0W,1:0W,1:0W,0:0NA,1:0W,0:0NA,0:0NA
230727B,5,N,70,59,1:1B,1:1B,1:1A,1:1C-,1:1A,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C,1:1B-,1:1D+,1:1D-,1:1C-,0:0NA,3:0,1:1B,1:1B-
230727B,7,N,139,31,1:1A,1:1A,1:1B,1:1C,1:1C,0:0NA,1:1B,1:1B,2:1A-,0:0NA,0:0NA,1:1B,2:0F,1:1C+,1:1C-,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
