Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,MATH105,MATH102,MATH104,MATH255A,BIOL106,BIOL107,CHEM101,CHEM102,PHYS100A,PHYS100B,BIOL322,BIOL360,BIOL380,CHEM333,CHEM334
780602B,5,N,0,60,0:0NA,3:0B,2:1C-,0:0NA,1:1B,2:1D,1:1C+,1:1C,1:1C,2:1C,0:0NA,0:0NA,0:0NA,2:0,0:0NA
780602B,2,N,67,12,0:0NA,1:1A,1:1A,5:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,2:1A,1:1A,1:1A,1:1A
780602B,2,N,70,12,0:0NA,1:1C,1:1C,1:1B-,1:1C,1:1B,1:1B,1:1D+,1:1D+,0:0NA,1:0W,1:0,0:0NA,1:0,0:0NA
780602B,15,N,17,101,0:0NA,4:0C,1:0F,0:0NA,1:1C,1:1D,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,Y,51,110,0:0NA,3:1A,2:1A,2:0,1:1B+,2:1B,1:1B-,3:0C,1:1B,1:1B,2:1C-,4:1D+,1:1B+,4:0,4:1D
780602B,14,Y,34,114,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1C+,1:1B-,1:1B,1:1B,2:0,3:1B-,1:1C,1:1C,2:0B,2:0
780602B,8,N,24,74,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,Y,70,51,0:0NA,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1B,2:1B+,1:1B-,1:1A-,0:0NA,1:1B
780602B,7,N,8,88,0:0NA,1:1A,2:0,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A-,1:1A
780602B,4,N,0,71,2:1C,1:1C+,2:0,1:0IC,1:1A,0:0NA,2:1B+,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,65,59,1:1A,0:0NA,1:1B,0:0NA,2:0,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,2:1A,1:1A,1:1B+
780602B,16,Y,35,129,0:0NA,0:0NA,1:1B,2:1A,1:1B,1:1B,3:1A,1:1C,1:1B-,2:1B,2:1B+,2:1C,1:1B,3:1C+,1:1A-
780602B,14,Y,15,179,0:0NA,1:1B+,1:1A,1:1A,1:1A-,1:1B+,1:1A,1:1C,1:1A-,1:1A,1:1B,1:1B+,1:1A,1:1B,1:1B
780602B,5,N,63,28,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,Y,70,80,0:0NA,1:1B,1:1C,1:1C,1:1B,1:1B,1:1A-,2:1B+,1:1B-,1:1A,1:1A-,1:1C,1:1C,1:1B-,2:1A
780602B,7,Y,70,56,1:1A,0:0NA,0:0NA,1:0A,1:1A,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1D,1:1B-,0:0NA,0:0NA
780602B,1,N,3,75,0:0NA,1:1A,1:1B+,1:1C,1:1B,1:1C-,1:1C,1:1D,1:0F,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,Y,70,61,1:1B,0:0NA,1:1C,1:0A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B+,1:1B,1:1B,1:1A,1:1B
780602B,13,Y,6,146,0:0NA,1:1B+,1:1A,1:1B,1:1A-,1:1A,2:1A,1:1A,1:1A,1:1B+,1:1A,1:1A,1:1A-,1:1B+,1:1A
780602B,13,Y,15,132,0:0NA,3:1B,2:1C+,2:1B,1:1B+,1:1B,3:1B,2:1B-,5:0,1:1A,1:1C+,4:1C+,2:1B,1:1C,1:1B
780602B,8,Y,3,153,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,1:1A-,1:1A,1:1A
780602B,2,Y,65,82,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B+,2:0,1:1B,2:1A-,1:1A-,1:1A,1:1A,1:1A,1:1A-
780602B,14,Y,86,78,2:1C,0:0NA,1:1D,3:0C,1:1B,1:1B,1:1A-,1:1B+,1:1B-,1:1B-,3:1D,2:1C-,1:1C+,2:1C-,3:0F
780602B,1,N,70,13,1:1B,0:0NA,1:1C,0:0NA,1:1C,0:0NA,1:1B,1:1B,1:1A,1:1B,0:0NA,1:0,0:0NA,0:0NA,0:0NA
780602B,11,N,21.7,63,0:0NA,3:0F,0:0NA,0:0NA,2:1C,2:1C,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,0,50,0:0NA,2:1D,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,68,23,1:1B,0:0NA,1:1C,0:0NA,2:1C,2:0,1:1C,1:1C,1:1C,2:1C,1:0,0:0NA,0:0NA,4:0F,0:0NA
780602B,10,Y,58,79,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1,1:1A,1:1B,0:0NA,1:1A,1:1B,1:1A-,1:1B-,1:1B-,1:1B
780602B,1,N,70,34,1:1A,0:0NA,0:0NA,1:0A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1A,1:1A,1:1A,2:1B+,1:1A-,1:1B+
780602B,13,N,70,83,1:1C,0:0NA,1:1D,0:0NA,1:1B,1:1A,1:1B,1:1B,1:1C+,1:1B,2:1B,1:1A,1:1A,1:1B,1:1B
780602B,3,N,6,83,0:0NA,2:1C,1:1C,0:0NA,1:1B+,1:1C+,1:1C,1:0F,1:1C+,2:1B-,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,9,24,0:0NA,2:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,70,18,1:1C,1:1D,0:0NA,1:0D,1:1C,1:1C,1:1B,1:1C,1:1D,0:0NA,2:1C,2:1C+,1:1D,1:1D-,0:0NA
780602B,16,N,0,129,0:0NA,2:1A,3:1B-,0:0NA,2:1B-,2:1D,2:1B-,1:1D,1:1D,2:0F,2:1D-,1:1C,3:0F,2:0F,2:1D+
780602B,8,N,42.5,67,0:0NA,0:0NA,0:0NA,1:0B,1:1A,1:1A,2:0C+,3:1B-,1:1C+,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,16,40,0:0NA,3:0F,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,36,30,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,N,0,51,0:0NA,2:0F,0:0NA,0:0NA,3:1C,2:1D,3:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,0,17,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,12,57,1:1B,1:1C,1:1C-,0:0NA,1:1B,1:1B+,1:1C+,0:0NA,1:1C+,0:0NA,1:1C,1:0,0:0NA,0:0NA,0:0NA
780602B,11,Y,85,91,0:0NA,1:1C,2:1B,0:0NA,1:1B+,1:1B-,1:1B-,1:1B-,2:1B,2:1B,1:1B+,2:1C,2:1D,2:1C,2:1A-
780602B,9,N,64,52,0:0NA,2:0,1:1B,0:0NA,1:1A,1:1C+,2:1B+,1:1C,1:1C+,0:0NA,1:0,0:0NA,1:1D,1:1C-,1:1D
780602B,10,Y,32,116,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1B,1:1B+,1:1A,1:1B+,1:1A,1:1B
780602B,2,N,12,25,0:0NA,1:1D,0:0NA,0:0NA,1:1B,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,0,87,0:0NA,2:1D,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,Y,65,72,1:1B,0:0NA,0:0NA,1:1A,1:1B-,1:1C,1:1B,1:1B,1:1B,1:1A,1:1B,2:1B-,2:1A-,1:1C,2:1A
780602B,14,Y,15.7,131,0:0NA,1:1C,3:0,1:1C,2:1B+,2:1C,1:1C,1:1C,1:1C,1:1C,2:1B-,2:1C-,1:1C-,1:1A,2:0
780602B,12,Y,0,135,0:0NA,1:1B+,1:1B+,0:0NA,1:1B-,2:0,1:1C+,2:1B+,1:1A,1:1A-,1:1A,1:1A,1:1B+,1:1A,1:1A-
780602B,5,Y,64,95,0:0NA,0:0NA,0:0NA,1:0A,1:1B,1:1A,1:1B,1:1A,1:1B,1:1C,1:1A,2:1A-,1:1A-,1:1B+,2:1C
780602B,9,Y,6,135,0:0NA,1:1B,2:1C+,1:1C-,1:1C,1:1C,2:1B+,2:0,1:1B,1:1B,2:1A,1:1C+,1:1B-,1:1B-,2:1B-
780602B,6,Y,47,111,1:1C,0:0NA,0:0NA,1:0,1:1C+,2:1C,1:1C,3:1C+,5:1C,1:1D,2:1C+,1:1C-,1:1C,3:0F,1:1D
780602B,8,N,0,122,0:0NA,1:1B,1:1B-,0:0NA,1:1B+,1:1B,1:1B,1:1C,1:1B+,1:1B,1:1B+,1:1C,3:1C+,1:1C+,1:1A-
780602B,15,Y,22,143,0:0NA,1:1C,1:1C,1:1A,1:1C+,3:0,1:1C-,2:1D,2:1B-,1:1C+,1:1B-,3:1C-,2:1D,1:1D,1:1D
780602B,9,N,3,81,1:1B,1:1C,0:0NA,0:0NA,1:1B+,2:1B,1:1C+,1:1B-,0:0NA,0:0NA,1:0,1:0,0:0NA,1:0F,0:0NA
780602B,8,Y,9,128,0:0NA,2:1B+,2:0,1:1C,1:1B,1:1B,1:1B+,1:1B,1:1B,1:1B,2:1B,1:1C+,1:1C,1:1C,2:0D-
780602B,5,N,0,78,0:0NA,1:1B+,1:1A,1:0,1:1A,1:1A,1:1A-,1:1B+,1:1B,1:1A-,1:1B,1:1B+,1:1A,1:1B,1:1A
780602B,9,Y,63,86,1:1C,1:1A,1:1C,1:1B+,1:1B-,1:1C,1:1B,1:1C,1:1D,1:1C-,1:1D+,4:1C,1:1C-,1:1D-,2:1C-
780602B,2,N,6,20,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,66,73,1:1C,0:0NA,0:0NA,1:0C,1:1C,1:1B,1:1B,1:1C,1:1B-,1:1B,1:1A,2:1B-,2:1C,2:1C,2:1D
780602B,11,Y,9,124,0:0NA,2:0,1:1A-,0:0NA,1:1A-,1:1C,1:1B,1:1B,1:1A,1:1A-,2:1B,1:1B,1:1B,1:1B,1:1B+
780602B,12,Y,31,108,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1A,2:1A-,1:1B,1:1A,2:1A-,1:1C,1:1A,4:1A,1:1B-,1:1C+
780602B,9,Y,63,74,1:1C,0:0NA,0:0NA,1:0C,1:1C+,1:1B,1:1C,1:1B,1:1A-,1:1B+,1:1A,1:1C,1:1C,2:1C,2:1B
780602B,8,N,0,31,0:0NA,2:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,0,132,0:0NA,2:1A,1:1A,0:0NA,2:1B-,2:1A,1:1C,1:1B+,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A
780602B,6,Y,6,162,0:0NA,1:1B,1:1C,1:1B,2:1C,1:1C,1:1C+,2:0D-,2:1B+,2:1B,1:1D,3:1C-,3:1C,1:1C,2:1C
780602B,6,N,70,107,1:1B+,0:0NA,0:0NA,1:1A,2:1C,1:1C,1:1B,1:1C,2:1C,2:1B,1:1B+,1:1C,1:1C,2:1C,2:1C-
780602B,8,N,0,46,1:1C-,1:1C+,1:0F,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,6,63,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,13,Y,22,141,0:0NA,1:1B,2:1D,0:0NA,1:1C,1:1B,1:1B,1:1D,1:1B-,1:1D,1:1C,1:1C-,1:1C,2:0D,2:0
780602B,5,N,0,6,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,15,Y,54,109,1:1B,1:1B,0:0NA,0:0NA,1:1A,1:1C+,1:1C-,1:1C+,1:1C,1:1C,1:1B-,1:1C+,1:1C-,2:1C+,1:1D
780602B,15,Y,11,127,0:0NA,0:0NA,0:0NA,1:1C+,2:1B-,1:1C+,1:1C,1:1C+,1:1B,1:1A,2:1B+,1:1B,2:1B-,2:1C,1:1B-
780602B,2,N,3,46,0:0NA,2:1D,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,N,11,157,0:0NA,3:1C-,0:0NA,0:0NA,2:1C-,1:1C,1:1C-,3:0F,1:1B-,2:1C,1:1B-,1:1D,1:1D,0:0NA,0:0NA
780602B,5,N,32,59,0:0NA,1:1C,0:0NA,0:0NA,1:1A-,1:0,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA
780602B,10,N,3,43,0:0NA,1:1C,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,67,71,1:1A,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1B+,1:1A,1:1A
780602B,15,Y,3,130,0:0NA,3:1C,1:1B,2:0,1:1B,2:1C,2:1B-,2:1C,1:1B,1:1B-,1:1B+,1:1B,3:1B,1:1B-,1:1B
780602B,2,N,0,52,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,5,82,0:0NA,2:1D,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,3,127,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A,1:1A,1:1A,1:1A-
780602B,6,N,70,19,1:1B,0:0NA,0:0NA,1:0WU,1:1B+,2:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,N,12,51,0:0NA,2:1D,0:0NA,0:0NA,2:1C+,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,3,50,0:0NA,2:1A-,1:1B+,0:0NA,1:1B-,1:1B,2:1C-,1:1C-,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
780602B,10,Y,17,114,0:0NA,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C-,2:1B+,3:1C,1:1B,1:1B,1:1C,1:1C-,3:1C,3:1B+
780602B,4,N,6,29,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,12,114,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,2:1A,2:1A,1:1A-,2:0,1:1A
780602B,12,Y,4,159,0:0NA,3:0F,1:1C,1:1D,2:1B-,1:1C,3:1C,2:0F,1:1C,1:1C,2:0,2:1D,1:1D,1:1C,1:1C+
780602B,6,N,0,59,0:0NA,1:1B,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,49,0:0NA,1:1B+,1:1B-,0:0NA,1:0F,0:0NA,1:1C+,1:1D-,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,Y,139,42,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B-,1:1A-,1:1B-,0:0NA,0:0NA
780602B,4,N,18,32,0:0NA,1:0F,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,117.8,0,1:1,0:0NA,1:1B,1:1B-,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,Y,6,134,0:0NA,1:1B,1:1B+,0:0NA,1:1C,1:1B,1:1C+,1:1B,1:1B-,1:1A,1:1C+,2:1C+,1:1B-,1:1C,1:1C
780602B,13,N,0,77,0:0NA,1:1C-,0:0NA,0:0NA,1:1C+,1:1B,1:1C-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,Y,77,52,1:1B,0:0NA,1:1A,1:0B,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1C,1:1A-,2:0,2:1B,2:1A-,1:1C
780602B,9,Y,68,68,1:1A,0:0NA,1:1A,1:0B,1:1A,2:0,1:1A,1:1A,1:1A,1:1A,2:1A,1:1A,2:1A,2:1A,1:1A
780602B,15,Y,11.5,137,0:0NA,1:1C,6:1D,0:0NA,1:1C,2:1B,1:1C+,1:1D,1:1C,2:0,1:1B,2:1B-,1:1C-,2:0F,2:1D
780602B,1,N,59.9,15,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,33,40,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,75.8,16,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1C,1:0,1:1B,1:1B,1:0,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,Y,9,140,0:0NA,1:1C,1:1C,1:0,1:1C,1:1C,2:1B,1:1C,2:1B-,2:1C,2:1B,3:1C-,1:1C+,1:1C,2:1C
780602B,8,N,83,13,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B-,1:0WU,1:0WU,0:0NA,0:0NA,0:0NA
780602B,3,N,69.5,23,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,N,25.3,54,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B+,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0W,0:0NA
780602B,11,Y,13,137,0:0NA,1:1B,1:1B-,1:0B,1:1A-,1:1A,1:1A,1:1A-,1:1B+,1:1B,1:1C,1:1B,1:1B,1:1A-,2:1A-
780602B,14,N,3,104,0:0NA,5:0F,0:0NA,0:0NA,3:0C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,Y,70,52,0:0NA,0:0NA,0:0NA,0:0NA,1:1,1:1,1:1A,1:1B,1:1A-,1:1A-,1:1B,1:1C+,2:1B,0:0NA,0:0NA
780602B,4,Y,0,127,0:0NA,1:1B-,1:1B,1:1B,1:1B,1:1C,1:1C+,2:1B-,2:1B,1:1B,1:1A-,1:1C,2:1C,2:1C-,2:1D
780602B,18,N,0,135,0:0NA,2:1C-,2:1B,1:1D,1:1C,2:1C+,3:1C,2:1B-,1:1D,1:1C,1:1C+,2:1C,1:1C+,1:1C-,3:0F
780602B,7,Y,30,121,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,2:0,1:1A,2:1A,2:1A,2:0,2:1A
780602B,14,Y,15,127,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A-,1:1A-,1:1A-,1:1B+,1:1A,1:1A-
780602B,8,Y,11,126,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1A,1:1B+,1:1A,1:1B,1:1A-,1:1B,1:1A,1:1B+
780602B,4,Y,60.5,78,1:1B,0:0NA,0:0NA,1:0B,1:1A,1:1B+,1:1C,2:1C+,1:1C,2:1B+,1:1C,1:1A-,1:1A-,1:1D+,2:1B-
780602B,12,N,9,88,0:0NA,3:0F,0:0NA,0:0NA,3:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,N,70,94,1:1C,0:0NA,1:1A,1:0C,1:1B,1:1B+,1:1B,1:1A,1:1A,1:1B,3:1B,1:1C,1:1B-,2:0B+,2:1B-
780602B,10,N,0,53,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,16,N,7,164,1:1B,1:1C,0:0NA,2:1C,3:1C+,2:1D,1:1C,2:0,3:0B,3:1C,1:1C+,2:1B,1:1B+,3:1D-,4:0
780602B,3,Y,113.2,33,0:0NA,1:1C,1:1C,1:0C,1:1B,1:1A,1:1B,1:1C,1:1C,1:1C,2:0,1:1C,1:1B,0:0NA,0:0NA
780602B,7,N,5,71,1:1A-,1:1C+,0:0NA,0:0NA,1:1C,2:0,1:1B,2:1C-,2:1D,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,13,N,70,40,0:0NA,1:1C,1:1B,0:0NA,1:1B-,1:1B,1:1A,1:1B,3:0,1:1C,1:1B-,2:1B-,2:1C,0:0NA,0:0NA
780602B,4,Y,64,67,0:0NA,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1B-,1:1C-,1:1C+,1:1B,1:1B,1:1C,1:1C,3:1C,1:1D
780602B,5,N,0,34,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,Y,20,120,0:0NA,2:1A-,1:1B,1:1B-,1:1B,1:1B,1:1C,1:1C,1:1B-,1:1A-,1:1A-,1:1D+,1:1B-,1:1C,1:1D-
780602B,5,Y,74,61,1:1A,0:0NA,1:1A,1:0A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1B+,1:1A
780602B,7,Y,60,61,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,2:1B,2:1A,2:1A-,1:1A,1:1A-
780602B,11,Y,13,107,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1B+,1:1C,1:1A,1:1A,1:1A-,1:1A,1:1A,1:1A,1:1A
780602B,14,Y,11,154,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B+,1:1B-,1:1C,1:1C,1:1C,2:1C-,1:1C,1:1D+,1:1C,2:1C
780602B,8,N,0,66,1:1D,2:1C-,0:0NA,0:0NA,1:1C,1:0F,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,10,28,0:0NA,2:1C,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,Y,0,133,0:0NA,0:0NA,0:0NA,1:1B-,1:1A-,1:1B-,2:1C,2:1C+,1:1B,1:1B,2:1C,1:1C+,1:1B-,2:1C-,1:1D
780602B,13,N,12,127,0:0NA,2:1C,3:1C,4:1C,2:1C,1:1C+,1:1C+,1:1C,1:1C,3:0,1:1B-,2:1C+,3:1D-,2:1C+,0:0NA
780602B,5,Y,70,60,1:1A,0:0NA,0:0NA,1:0A,1:1A,1:1A,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA
780602B,20,N,12,133,0:0NA,1:1C,1:1C,1:1D,1:1C+,2:1C,1:1B,2:0D,1:1C,1:1C,2:1C-,2:1D,4:1D,3:1D+,2:0F
780602B,4,N,11,46,0:0NA,2:1B,1:1D,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,Y,133,31,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,2:1C+,1:1C,2:1D-,0:0NA,0:0NA
780602B,13,Y,30,122,0:0NA,2:0,1:1C+,0:0NA,1:1B+,1:1C,2:1C,1:1C,1:1B,1:1C,1:1A-,2:1B-,1:1B-,2:1C,1:1B+
780602B,12,Y,13,156,0:0NA,1:1A,1:1B,1:1B-,1:1A,1:1A,1:1A-,1:1B+,1:1A-,1:1A,4:1A,1:1A-,2:1A,1:1A,1:1A
780602B,14,Y,23,129,1:1A-,1:1A,0:0NA,1:1C,1:1B,1:1B-,1:1B-,1:1C,1:1C+,1:1C+,1:1B-,1:1B,2:1B+,1:1B,1:1A-
780602B,7,Y,70,61,1:1C+,0:0NA,1:1A,1:0,1:1B,1:1A,1:1B,1:1A,1:1C+,2:1A,1:1B-,1:1A-,1:1A,1:1B-,1:1C
780602B,11,N,34,148,0:0NA,2:1C+,1:1C,1:1C+,1:1B-,1:1C+,1:1B-,2:1D-,1:1C,1:1B-,3:1C,2:1C-,2:1D+,2:1C,3:0F
780602B,4,N,70,3,0:0NA,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,Y,6,161,0:0NA,2:1B+,1:1B,2:0,1:1B,2:1B+,1:1C,1:1A,3:1B+,1:1B,2:1A-,3:1C+,1:1B,1:1B,1:1B
780602B,5,N,0,55,1:0,1:1C,1:1D,0:0NA,1:1C,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,0,42,0:0NA,2:0F,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
