Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348
230750B,4,N,31,27,1:1B,0:0NA,1:0,0:0NA,2:0,0:0NA,1:1A-,0:0NA,1:1C,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,63,3,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:0WU,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,9,1:1B,1:1B,1:1B,1:1C,1:1C,1:1B,1:1C,0:0NA,2:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,10,77,1:1,1:1,1:1C+,1:1A-,0:0NA,1:1D,1:1A-,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA
230750B,11,Y,43,102,1:1D,1:1C,1:1A-,1:1B,0:0NA,1:1C,1:1B,2:1B-,2:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,1:1B+,1:1C+,2:1C-,1:1C,1:1B+
230750B,6,Y,25,121,2:1C+,1:1C,1:1B-,1:1B,2:0,2:0,1:1B+,0:0NA,0:0NA,1:1C+,0:0NA,1:1B+,1:1A-,1:1C-,1:1C+,1:1C,1:1C-,2:1B,1:1B
230750B,4,N,87.3,6,1:1,1:1,1:1A,1:1A,1:1A,1:1B,2:0,1:0WU,1:1C+,1:1D,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA
230750B,7,Y,91,55,1:1A,1:1B,2:0,1:1A-,1:1C,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,2:1A,1:1B,1:1B,1:1B,1:1A-,1:1B+,1:1B+
230750B,11,Y,69,68,1:1B,1:1B,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,2:0,3:1B+,1:1C+,1:1C+,1:1C,1:1C,1:1B,1:1B-
230750B,4,N,64,25,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,1:1B,0:0NA,4:0,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,2:0,1:1A,2:1B,1:1A,2:1A,1:1B+,1:1A-
230750B,9,Y,74,57,1:1B,1:1D,1:1A,1:1C,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1B,1:1B+,1:1B-,1:1A,1:1C,1:1C,2:1B-
230750B,6,Y,58,73,1:1B,1:1B+,1:1C,1:0C+,1:1A,2:1B,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,1:1B,1:1A-,1:1A-,1:1B,2:1B,1:1A-,1:1B-,2:1C
230750B,8,Y,70,52,1:1,1:1B,1:1C,1:1A,1:1C,1:1C,1:1A,0:0NA,1:1D,0:0NA,0:0NA,2:1B,1:1A-,1:1B-,1:1B,1:1C+,1:1C+,2:1B+,1:1B
230750B,9,Y,6,121,3:0F,1:1A,3:1C+,2:0,1:1C,1:1D+,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:0,1:1B+,1:1C,3:1C-,1:1C-,1:1B-
230750B,5,Y,65,56,1:1C,1:1C,1:1C,1:1B,1:1B,1:1C,1:1B,0:0NA,1:1B-,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1C+,1:1C,1:1D,1:1C+,1:1B-
230750B,5,Y,84,44,1:1B+,1:1C,1:1B,1:1A,1:1C,1:1B-,0:0NA,1:1B-,1:1C+,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1D,1:1C+,1:1D,1:1B,1:1B-
230750B,6,Y,70,55,1:1A,1:1A,1:1B,2:1A,1:1B,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,2:1A-,1:1A-,1:1D-,1:1B,3:1C
230750B,3,N,70,19,1:1A,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1B+,1:1A,1:1B,1:1B-,0:0NA,0:0NA
230750B,4,N,68,25,1:1,1:1,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,3:0,0:0NA,0:0NA,1:1C,1:1B+,3:1A,1:1C+,2:0D-,1:1B,0:0NA,0:0NA
230750B,7,Y,70,55,1:1,1:1,1:1B,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1C,3:0,2:1C,2:0,2:0,1:1C-,3:0D+,1:1B
230750B,8,Y,61,59,1:1B-,1:1C-,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,2:1B,0:0NA,1:1B-,1:1C,1:1C+,1:1C-,2:0
230750B,5,N,156,24,1:1C,1:1C,1:1B,1:1C+,1:1C,1:1C,1:1B-,2:1C,1:1C,0:0NA,0:0NA,1:1D,1:1B,1:1B,1:1D+,1:1D,0:0NA,0:0NA,0:0NA
230750B,6,Y,3,121,1:1A-,1:1C,1:1C+,1:1B+,1:1A,1:1B,1:1B+,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1B-,1:1B,1:1B,1:1C,1:1B,1:1A-
230750B,9,N,27,52,1:1A,1:1B-,1:1A,1:1B+,1:1A,1:0,2:0,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1C+,3:0,1:1C,1:0,0:0NA,0:0NA
230750B,4,Y,70,59,1:1A,1:1B,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,2:1C,0:0NA,0:0NA,1:1B,3:0,1:1C+,2:1C-,2:1B-,2:1D+,1:1D,1:1C
230750B,2,N,14,88,4:0C,1:1C,1:1C+,1:1B-,3:0,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1D+,1:1C,2:0,1:1D,0:0NA,0:0NA
230750B,14,Y,0,125,2:1C+,1:1D-,1:1C-,1:1A,1:1D,1:1D+,1:1A-,0:0NA,1:1C+,0:0NA,0:0NA,2:1C-,1:1C+,1:1D,1:1B-,1:1B+,1:1C,1:1C,1:1B
230750B,6,Y,66.5,69,1:1A,1:1A,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A-,1:1A-,1:1A,1:1B,1:1A-,1:1B+,1:1C+
230750B,4,N,32,19,0:0NA,0:0NA,1:1C-,1:0,1:1B,1:0F,1:1C+,0:0NA,1:1D,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,Y,68,59,1:1B-,1:1B+,1:1D,1:1B,1:1B,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B+,1:1C,1:1B,1:1C+,1:1C+,1:1B,1:1B-
230750B,5,N,70,32,1:1C,2:1D,1:1B,1:1B,1:1C,2:1C+,1:1C+,0:0NA,2:1C,0:0NA,0:0NA,1:1C,1:1B+,1:1C-,1:1B-,2:1D,3:1C+,1:0,1:0
230750B,4,N,30,17,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,49,0:0NA,0:0NA,1:1C,1:1A-,1:1D,0:0NA,1:1B,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,Y,88,47,1:1A,1:1A,1:1A,1:1A,1:1A,1:1C+,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:0,0:0NA,1:1A,0:0NA,1:1A-,1:1A
230750B,6,Y,75,47,1:1B,1:1B,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,2:1C+,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1B-,1:1C+,1:1B,1:1B,1:1B
230750B,18,Y,38,109,1:1B,2:0F,1:1B,1:1B+,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,2:1A,1:1A-,2:1C,2:0,2:1C+,1:1C+,1:1B-,1:1A-
230750B,5,Y,70,58,1:1,1:1,1:1A,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1B,2:0,3:0,1:1C+,2:0,1:1C-,1:1C+,1:1B+
230750B,4,N,77.6,28,1:1,1:1,1:1B,1:1B,1:1C,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1B-,1:1C,1:1C+,2:1C-,1:1C,1:0,2:1B
230750B,3,Y,31,102,1:1A,1:1A,1:1B,1:1B-,2:0F,1:1C,1:1B,1:1C-,2:0D,0:0NA,0:0NA,0:0NA,1:1C+,1:1B-,1:1C+,1:1C,1:1C+,1:1C,1:1C+
230750B,6,Y,70,50,1:1B,1:1B,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1A-,1:1B,1:1C+,1:1B,1:1C,1:1C-,1:1C
230750B,3,N,70,25,1:1C,1:1C,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1C-,1:1C,2:1D,1:1D+,0:0NA,1:0
230750B,5,Y,35.5,104,1:1B-,1:1C,1:1C+,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1B-,1:1B,1:1B,1:1A-,1:1B,1:1B,1:1B+
230750B,4,N,70,12,1:1,1:1,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,2:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA
230750B,7,Y,58.6,74,0:0NA,0:0NA,1:1A-,2:1B-,1:1A-,1:1B+,2:1A-,0:0NA,1:1A-,0:0NA,0:0NA,2:0,1:1C,3:1C-,2:0,2:0,1:1C+,1:1C,2:1B+
230750B,8,Y,57,83,1:1C,1:1C,1:1C+,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1B+,2:1B+,2:1B-,1:1C,1:1C,1:1B-
230750B,6,Y,67,53,1:1C,1:1C,1:1C+,1:1C,1:1C,1:1C,1:1B-,0:0NA,4:1B,0:0NA,0:0NA,1:1C,2:1B,1:1C,1:1C,1:1C,1:1C-,1:1D,1:1C+
230750B,7,Y,70,52,1:1B,1:1B,1:1B,1:0A,1:1C,1:1C,1:1A,0:0NA,1:1C+,0:0NA,0:0NA,1:0B,1:1B,1:1A,1:1C+,1:1C,1:1C-,1:1C,1:1C
230750B,7,Y,88,44,1:1,1:1C+,1:1B,2:0,1:1C,1:1C,1:1B+,0:0NA,1:1C,0:0NA,0:0NA,1:1C+,1:1C,1:1C+,1:1B,1:1B+,1:1C-,1:1B,1:1B
230750B,12,Y,86,48,1:1B,1:1B,1:1A,1:1C,1:1C,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:1B+,1:1A,1:1B-,3:1C-,1:1B
230750B,11,Y,3,126,1:1C+,1:1D,1:1C,1:1B+,1:1D,2:1C-,1:1B+,0:0NA,3:1C,0:0NA,0:0NA,1:1A-,1:1B+,0:0NA,1:1C,1:1C,1:1C-,1:1C,1:1B-
230750B,4,N,70,33,0:0NA,0:0NA,2:0F,3:0,1:1C,1:1B,3:1B+,0:0NA,1:1A,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,25,59,1:1D,0:0NA,1:1D,2:0,2:1B,1:0,2:1A-,0:0NA,2:0,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,11,Y,10,118,1:1B,1:1A-,1:1A-,1:1A-,1:1C+,1:1B+,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:1B,1:1B+,1:1C+,1:1B,1:1C-,2:1C-,1:1B-
230750B,7,N,0,51,3:0,0:0NA,3:0,1:1B,1:1D,1:1A,1:1B,0:0NA,1:1C,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,21,1:1,1:1C,1:1A,1:1C,1:1A,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1D,2:1B,1:1C,1:1D,1:1C,0:0NA,0:0NA,0:0NA
230750B,4,N,9,70,1:1C,1:1C+,1:1B,1:1A,1:1C,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230750B,2,N,23,43,0:0NA,0:0NA,1:1B,0:0NA,1:1C,0:0NA,1:1C+,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,Y,96,62,1:1,1:1,1:1C+,1:1A,1:1C,1:1D,0:0NA,0:0NA,1:0B,0:0NA,0:0NA,1:0,1:1A,0:0NA,1:1B+,1:1B,1:1C-,1:1C-,1:1C
230750B,6,Y,70,50,1:1C,1:1B,1:1B,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1B+,1:1B,1:1C+,1:1C+,1:1A
230750B,12,Y,0,121,1:1A,1:1C,1:1B,1:1A,1:1B-,1:1C,1:1A,0:0NA,1:1B+,0:0NA,0:0NA,1:1A-,1:1B,0:0NA,1:1C,1:1C,1:1C+,2:0,1:1B+
230750B,1,N,0,9,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,69,56,1:1B+,1:1B,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A,1:1C+,1:1A-,1:1B+,1:1B,1:1B+,1:1A
230750B,4,N,70,70,1:1B,1:1C,1:1B+,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1B,1:1B-,1:1A,1:1B,1:1B,1:1B,1:1A
230750B,12,N,58,107,1:1A,1:1B,1:1C,2:0,1:1D,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B-,1:1B+,1:1C+,1:1C,1:1C+,1:1B-,1:1C+
230750B,3,N,50,22,0:0NA,0:0NA,1:1D+,1:1,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,21,49,0:0NA,0:0NA,1:0F,0:0NA,1:1B,1:0F,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,0,16,0:0NA,0:0NA,0:0NA,2:1A-,0:0NA,0:0NA,1:1A,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,67,24,1:1D,1:0F,1:1B,1:1B,1:1C,1:1C,1:1B,1:1D-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA
230750B,4,N,51,49,1:1B,1:1A,1:1B,2:0,1:1C,1:1A,1:1C-,0:0NA,1:1D,0:0NA,0:0NA,1:1C,1:1B-,0:0NA,1:1C-,1:1D,2:1C,0:0NA,0:0NA
230750B,3,N,0,10,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,20,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,54,0:0NA,0:0NA,1:1B-,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,52,6,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:0F,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,70,62,1:1C,1:1B,1:1B,1:1A,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A,2:1C,1:1C,1:1B,1:1C+,1:1A,2:1C
230750B,7,N,0,33,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,17,Y,59,94,1:1A,1:1B,1:1A,1:1B,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1C,1:1B,1:1C,1:1B,1:1A-
230750B,7,N,0,37,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1A-,0:0NA,1:1C,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,4,38,1:1B,0:0NA,0:0NA,1:1A-,1:1B,0:0NA,1:1B-,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,10,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,11,N,0,123,2:1D,2:1C,1:1B-,2:1A,1:1D+,1:1B-,1:1A,0:0NA,1:1B-,0:0NA,0:0NA,1:1D,2:1B,1:0D-,1:1C,2:1C,4:1C,1:1C,2:1C
230750B,7,Y,96,54,0:0NA,0:0NA,1:1D,1:1B,1:0A,1:0C,1:1C,1:0C,1:0C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,2:1B-,1:1B-,2:1D,4:1C
230750B,16,Y,19,123,1:1B,1:1B,1:1D+,1:1B+,1:1D,1:1D+,1:1C,0:0NA,1:1B-,0:0NA,0:0NA,1:1C+,1:1C+,1:1C+,1:1B,1:1C,1:1C-,1:1C+,1:1C+
230750B,8,N,70,63,1:1C,1:1A,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1B+,1:1C,1:1C,1:1A-,2:1C,1:1D+,1:1C+,1:1B-
230750B,4,N,64,12,1:1B,2:0F,1:1A,1:0C,1:1B,1:1B,1:1C+,1:1D-,2:0,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,0,16,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,3,N,0,7,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,3,N,58,4,1:1B,0:0NA,1:1A,1:0B,2:0F,1:1C,1:1B,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,70,35,1:1,1:1C,1:1C,1:1B,1:1B,1:1C,1:1A-,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,1:1B,1:1A,2:1D,1:1D,1:1D+,0:0NA,0:0NA
230750B,6,N,0,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,51,73,1:1C,1:1D,1:1C,1:1B-,2:1C,1:1C,1:1B-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230750B,3,N,70,53,1:1B,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1C+,1:1C+,1:1B-,1:1C+
230750B,6,N,61,59,1:1C,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1C-,1:1C,1:1C+,1:1D,1:1C+,1:1C
230750B,9,N,13,118,1:1C+,2:1C+,1:1C+,1:1A,1:1C+,1:1B,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,1:1A-,1:1B+,1:1C+,1:1A-,2:1A,2:1B+,1:1A-,1:1B+
230750B,5,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1C,1:1A,1:1B,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A-,1:1C+,1:1B,1:1C,1:1C+,1:1B,1:1A
230750B,8,Y,67.3,56,1:1B,1:1A,1:1A,1:1A,1:1A,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1A,1:1C,1:1C+,1:1C-,1:1B,1:1B,1:1C,2:1B
230750B,7,Y,70,53,1:1B,1:1B,1:1B,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1A,0:0NA,0:0NA,1:1B,2:0,2:1B,1:1B,1:1A-,1:1C,2:0,1:1B+
230750B,8,Y,0,124,1:1B+,3:1C,1:1C+,1:1B-,1:1C,2:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1C-,1:1B,1:1B,1:1C+,2:1B-,1:1B
230750B,13,N,0,126,2:0,1:1A,4:1D,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1A,0:0NA,0:0NA,2:0,2:0,2:0,1:1A,3:1B-,3:1A-,1:1B,2:1B
230750B,14,Y,0,135,1:1D+,1:1B+,2:1B,1:1B,1:1C+,2:1B+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1C+,1:1B,2:1C+,1:1B-,1:1C,1:1B-,1:1B,1:1B
230750B,9,Y,0,121,1:1A,1:1B,1:1B,1:1B-,1:1C,1:1B+,1:1A,0:0NA,1:1B+,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1B+,1:1B+,1:1B,1:1A-,1:1B+
230750B,13,N,65,68,1:1C,1:1C,1:1B,1:1B,1:1C,1:1C+,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1B,2:1B,2:0F,1:1B+,1:1B-,2:1C,1:1B-,1:1C
230750B,16,Y,13,115,1:0F,1:1C,1:1B-,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,1:1C,3:0,1:1C+,3:1C,1:1C,2:0F,2:1D
230750B,13,N,44,101,2:1B,1:1B,1:1B-,1:1B,2:1A,2:1B-,1:1A-,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,2:1A,1:1A,1:1A-,1:1A-,1:1A,1:1B
230750B,9,N,70,28,2:1D,1:1C,1:1C,1:1B,1:1B,1:1C,1:1A-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:0F,1:1D-,1:0F,2:0,0:0NA,0:0NA
230750B,13,N,70,59,1:1C,1:1C,1:1C,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1D,1:1B,1:1C,1:1D+,1:1C,1:1C+
230750B,7,Y,0,125,1:1C+,2:1B,1:1B,1:1A,1:1B,1:1C,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B-,1:1B,1:1B-,1:1B,1:1A-
230750B,10,N,70,78,1:1C,2:0,1:1C,1:1A,3:1B-,1:1C,1:1A,0:0NA,2:1A,0:0NA,0:0NA,1:1A,1:1A,1:1D,2:1C,1:1C,3:0,1:1C,1:1B-
230750B,3,N,70,6,1:1C,1:0,1:1A,1:1B+,1:1B,1:1B,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,Y,3,131,1:1D,2:1D,1:1C,2:1A,2:1D,1:1D,1:1A-,0:0NA,1:1B,0:0NA,0:0NA,4:1C,3:1C,1:1C,3:1B-,2:1C,3:1C,1:1C-,1:1C
230750B,4,N,70,50,1:1,1:1,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1B,1:1A-,2:1B,1:1B-,1:1B+,2:1A,1:1C+,1:1A
230750B,11,N,70,52,1:1A,1:1A,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,2:1B+,1:1A,1:1A,1:1A-
230750B,10,N,0,120,3:1D+,2:0,3:0,1:1A,1:1C,2:1C,1:1B,1:1C-,1:1B,0:0NA,0:0NA,1:1D,1:1B+,1:1A,1:1C-,1:1B+,2:1C,1:1D,1:1B
230750B,5,Y,85,44,1:1B,1:1B,1:1A,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A-,1:1B+,1:1A,1:1A-,1:1B-,1:1B+,1:1B
230750B,7,Y,64,58,1:1A,1:1A,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A-,1:1A,1:1B+,1:1A-,1:1B-,1:1B,1:1A-
230750B,2,Y,116,58,1:1A,1:1A,1:1C,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1A,1:1B+,1:1C,2:1B+,2:1B,2:1B,1:1B+,1:1A-
230750B,6,N,70,65,1:1C,1:1A,1:1C,0:0NA,1:1B,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1A,1:1A-,1:1C,1:1B,1:1B-,1:1C+,1:1B,1:1B
230750B,8,N,73,64,1:1C,0:0NA,2:0,1:1A,1:1C,1:1A,1:1C,2:0,1:1B,0:0NA,0:0NA,2:0,1:1C+,1:1C,1:1C,2:0,1:1C,4:0F,1:1C
